DAO_url,DAO_file,repository_name
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptBizAgrmInfoDAO.java,CndeptBizAgrmInfoDAO.java,cndeptBizAgrmInfoDAO
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptBizcsEctnMngInfoDAO.java,CndeptBizcsEctnMngInfoDAO.java,cndeptBizcsEctnMngInfoDAO
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptBizcsExclMngInfoDAO.java,CndeptBizcsExclMngInfoDAO.java,cndeptBizcsExclMngInfoDAO
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptOtcmEvalRegDAO.java,CndeptOtcmEvalRegDAO.java,cndeptOtcmEvalRegDAO
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptTrptCnttInqrDAO.java,CndeptTrptCnttInqrDAO.java,cndeptTrptCnttInqrDAO
/src/main/java/com/wti/admin/cndept/bizMng/dao/CndeptTrptCnttSttnDAO.java,CndeptTrptCnttSttnDAO.java,CndeptTrptCnttSttnDAO
/src/main/java/com/wti/admin/cndept/gradAcqsStats/dao/GradAcqsStatsDAO.java,GradAcqsStatsDAO.java,gradAcqsStatsDAO
/src/main/java/com/wti/admin/cndept/qlfcAcqsStats/dao/QlfcAcqsStatsDAO.java,QlfcAcqsStatsDAO.java,qlfcAcqsStatsDAO
/src/main/java/com/wti/admin/cndept/schlMng/dao/CndeptSchlMngDAO.java,CndeptSchlMngDAO.java,cndeptSchlMngDAO
/src/main/java/com/wti/admin/cndept/statSttn/dao/MdwyTueOcrnSttnDAO.java,MdwyTueOcrnSttnDAO.java,MdwyTueOcrnSttnDAO
/src/main/java/com/wti/admin/cndept/statSttn/dao/NewStdnRectSttnDAO.java,NewStdnRectSttnDAO.java,NewStdnRectSttnDAO
/src/main/java/com/wti/admin/cndept/statSttn/dao/StdnCtlgDAO.java,StdnCtlgDAO.java,StdnCtlgDAO
/src/main/java/com/wti/admin/cndept/statSttn/dao/StdnSttnDAO.java,StdnSttnDAO.java,StdnSttnDAO
/src/main/java/com/wti/admin/cndept/stdnMng/dao/CndeptStdnMngDAO.java,CndeptStdnMngDAO.java,cndeptStdnMngDAO
/src/main/java/com/wti/admin/eict/bizAply/dao/EictBizAplyInfoDAO.java,EictBizAplyInfoDAO.java,eictBizAplyInfoDAO
/src/main/java/com/wti/admin/eict/bizAply/dao/EictJoinEnpPopDAO.java,EictJoinEnpPopDAO.java,eictJoinEnpPopDAO
/src/main/java/com/wti/admin/eict/bizMng/dao/EictBizAgrmInfoDAO.java,EictBizAgrmInfoDAO.java,eictBizAgrmInfoDAO
/src/main/java/com/wti/admin/eict/bizMng/dao/EictBizcsEctnMngInfoDAO.java,EictBizcsEctnMngInfoDAO.java,eictBizcsEctnMngInfoDAO
/src/main/java/com/wti/admin/eict/bizMng/dao/EictBizcsExclMngInfoDAO.java,EictBizcsExclMngInfoDAO.java,eictBizcsExclMngInfoDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/AcspPrctDAO.java,AcspPrctDAO.java,AcspPrctDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/BizcsDAO.java,BizcsDAO.java,BizcsDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/CstmEduDAO.java,CstmEduDAO.java,CstmEduDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/EictJobStdnStatDAO.java,EictJobStdnStatDAO.java,EictJobStdnStatDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/EictOneAndProjectsStatDAO.java,EictOneAndProjectsStatDAO.java,EictOneAndProjectsStatDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/EictPartStdnStatDAO.java,EictPartStdnStatDAO.java,EictPartStdnStatDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/EictWorkExpnsStatDAO.java,EictWorkExpnsStatDAO.java,EictWorkExpnsStatDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/JoinStdnDAO.java,JoinStdnDAO.java,JoinStdnDAO
/src/main/java/com/wti/admin/eict/statSttn/dao/OneTeam_1PrjDAO.java,OneTeam_1PrjDAO.java,OneTeam_1PrjDAO
/src/main/java/com/wti/admin/hssppl/dao/HsspplMngDAO.java,HsspplMngDAO.java,hsspplMngDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagAplyAcptSttnDAO.java,IdtcagAplyAcptSttnDAO.java,IdtcagAplyAcptSttnDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagAplyInfoDAO.java,IdtcagAplyInfoDAO.java,idtcagAplyInfoDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagAppntEntsDAO.java,IdtcagAppntEntsDAO.java,IdtcagAppntEntsDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagEmailDAO.java,IdtcagEmailDAO.java,idtcagEmailDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagMmaRcmnDAO.java,IdtcagMmaRcmnDAO.java,idtcagMmaRcmnDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagOnlineEvidenceDAO.java,IdtcagOnlineEvidenceDAO.java,IdtcagOnlineEvidenceDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagOnlineEvidenceExcelRegDAO.java,IdtcagOnlineEvidenceExcelRegDAO.java,IdtcagOnlineEvidenceExcelRegDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagPrcafsChargerPartDAO.java,IdtcagPrcafsChargerPartDAO.java,IdtcagPrcafsChargerPartDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagProcDAO.java,IdtcagProcDAO.java,idtcagProcDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagPrtcpntDAO.java,IdtcagPrtcpntDAO.java,idtcagPrtcpntDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/IdtcagQlfcRvwSttnDAO.java,IdtcagQlfcRvwSttnDAO.java,IdtcagQlfcRvwSttnDAO
/src/main/java/com/wti/admin/idtcag/bizMng/dao/QnAidtcagAdmDAO.java,QnAidtcagAdmDAO.java,QnAidtcagAdmDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/AcptlAcptSttnDAO.java,AcptlAcptSttnDAO.java,AcptlAcptSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/AplyTypeAcptSttnDAO.java,AplyTypeAcptSttnDAO.java,AplyTypeAcptSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/FldAcptSttnDAO.java,FldAcptSttnDAO.java,FldAcptSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/IdtcagDocDAO.java,IdtcagDocDAO.java,idtcagDocDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/IdtcagEvalDtlSttnDAO.java,IdtcagEvalDtlSttnDAO.java,idtcagEvalDtlSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/IdtcagEvalIndSttnDAO.java,IdtcagEvalIndSttnDAO.java,idtcagEvalIndSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/IdtcagEvalSetSttnDAO.java,IdtcagEvalSetSttnDAO.java,idtcagEvalSetSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/PrgrSttnDAO.java,PrgrSttnDAO.java,PrgrSttnDAO
/src/main/java/com/wti/admin/idtcag/statSttn/dao/WhlWchDAO.java,WhlWchDAO.java,WhlWchDAO
/src/main/java/com/wti/admin/jbrm/bizMng/dao/BizRoomRegDAO.java,BizRoomRegDAO.java,bizRoomRegDAO
/src/main/java/com/wti/admin/mnlMng/dao/MnlMngDAO.java,MnlMngDAO.java,mnlMngDAO
/src/main/java/com/wti/admin/rcgntn/bizMnt/dao/BizMntDAO.java,BizMntDAO.java,bizMntDAO
/src/main/java/com/wti/admin/rcgntn/dataMnt/dao/DataMntDAO.java,DataMntDAO.java,dataMntDAO
/src/main/java/com/wti/admin/rcgntn/dataStats/dao/DataStatsDAO.java,DataStatsDAO.java,dataStatsDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscBizAplyDAO.java,SmebscBizAplyDAO.java,smebscBizAplyDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscBizEvalDtlSttnDAO.java,SmebscBizEvalDtlSttnDAO.java,smebscBizEvalDtlSttnDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscBizEvalIndSttnDAO.java,SmebscBizEvalIndSttnDAO.java,smebscBizEvalIndSttnDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscBizEvalSttnDAO.java,SmebscBizEvalSttnDAO.java,smebscBizEvalSttnDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscCnfrmnMngDAO.java,SmebscCnfrmnMngDAO.java,smebscCnfrmnMngDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscDataRegDAO.java,SmebscDataRegDAO.java,smebscDataRegDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscProcDAO.java,SmebscProcDAO.java,smebscProcDAO
/src/main/java/com/wti/admin/smebsc/bizMng/dao/SmebscReqstMngDAO.java,SmebscReqstMngDAO.java,smebscReqstMngDAO
/src/main/java/com/wti/admin/smehrd/bizMng/dao/SmehrdAplyAcptSttnDAO.java,SmehrdAplyAcptSttnDAO.java,smehrdAplyAcptSttnDAO
/src/main/java/com/wti/admin/smehrd/bizMng/dao/SmehrdAplyInfoDAO.java,SmehrdAplyInfoDAO.java,smehrdAplyInfoDAO
/src/main/java/com/wti/admin/smehrd/bizMng/dao/SmehrdAplyValidMngDAO.java,SmehrdAplyValidMngDAO.java,smehrdAplyValidMngDAO
/src/main/java/com/wti/admin/smehrd/bizMng/dao/SmehrdProcDAO.java,SmehrdProcDAO.java,smehrdProcDAO
/src/main/java/com/wti/admin/smehrd/eqpmn/dao/SmehrdEqpmnMngDAO.java,SmehrdEqpmnMngDAO.java,smehrdEqpmnMngDAO
/src/main/java/com/wti/admin/smehrd/statSttn/dao/SmehrdPrgrSttnDAO.java,SmehrdPrgrSttnDAO.java,smehrdPrgrSttnDAO
/src/main/java/com/wti/admin/smehrd/statSttn/dao/SmehrdRawExcelDAO.java,SmehrdRawExcelDAO.java,smehrdRawExcelDAO
/src/main/java/com/wti/admin/spclhs/bizAply/dao/SpclhsAccnSrvyRegDAO.java,SpclhsAccnSrvyRegDAO.java,spclhsAccnSrvyRegDAO
/src/main/java/com/wti/admin/spclhs/bizAply/dao/SpclhsBizAplyInfoDAO.java,SpclhsBizAplyInfoDAO.java,spclhsBizAplyInfoDAO
/src/main/java/com/wti/admin/spclhs/bizAply/dao/SpclhsSelEvalRegDAO.java,SpclhsSelEvalRegDAO.java,spclhsSelEvalRegDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/DeadlineMngDAO.java,DeadlineMngDAO.java,deadlineMngDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/EduCrsDevDAO.java,EduCrsDevDAO.java,EduCrsDevDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/JobCstmClsAdmRegInfoDAO.java,JobCstmClsAdmRegInfoDAO.java,JobCstmClsAdmRegInfoDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/JobCstmClsAdmSttnDAO.java,JobCstmClsAdmSttnDAO.java,JobCstmClsAdmSttnDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/SpclhsBizcsEctnMngInfoDAO.java,SpclhsBizcsEctnMngInfoDAO.java,spclhsBizcsEctnMngInfoDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/SpclhsBizcsExclMngInfoDAO.java,SpclhsBizcsExclMngInfoDAO.java,spclhsBizcsExclMngInfoDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/SpclhsJobCstmClsAdmRegInfoDAO.java,SpclhsJobCstmClsAdmRegInfoDAO.java,spclhsJobCstmClsAdmRegInfoDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/SpclhsOtcmEvalRegDAO.java,SpclhsOtcmEvalRegDAO.java,spclhsOtcmEvalRegDAO
/src/main/java/com/wti/admin/spclhs/bizMng/dao/TeamPrjMngDAO.java,TeamPrjMngDAO.java,teamPrjMngDAO
/src/main/java/com/wti/admin/spclhs/statSttn/dao/CrrSttnDAO.java,CrrSttnDAO.java,CrrSttnDAO
/src/main/java/com/wti/admin/spclhs/statSttn/dao/OtcmIndxSttnDAO.java,OtcmIndxSttnDAO.java,OtcmIndxSttnDAO
/src/main/java/com/wti/admin/spclhs/statSttn/dao/SpclhsMnpwTrnnDAO.java,SpclhsMnpwTrnnDAO.java,SpclhsMnpwTrnnDAO
/src/main/java/com/wti/admin/spclhs/statSttn/dao/SpclhsOtcmIndxDAO.java,SpclhsOtcmIndxDAO.java,SpclhsOtcmIndxDAO
/src/main/java/com/wti/admin/survey/surveyMng/dao/SurveyMngDAO.java,SurveyMngDAO.java,surveyMngDAO
/src/main/java/com/wti/admin/survey/surveyStats/dao/SurveyStatsDAO.java,SurveyStatsDAO.java,surveyStatsDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/AcnnAcntMngSttnDAO.java,AcnnAcntMngSttnDAO.java,AcnnAcntMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/AcnnAcntRegDAO.java,AcnnAcntRegDAO.java,AcnnAcntRegDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/CmnCdMngSttnDAO.java,CmnCdMngSttnDAO.java,CmnCdMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/DbCdMngSttnDAO.java,DbCdMngSttnDAO.java,DbCdMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/EvalIndxMngSttnDAO.java,EvalIndxMngSttnDAO.java,EvalIndxMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/EvalIndxRegDAO.java,EvalIndxRegDAO.java,EvalIndxRegDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/EvalLnrqMngSttnDAO.java,EvalLnrqMngSttnDAO.java,EvalLnrqMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/EvalLnrqRegDAO.java,EvalLnrqRegDAO.java,EvalLnrqRegDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/EvalLnrqRegDtlDAO.java,EvalLnrqRegDtlDAO.java,EvalLnrqRegDtlDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/HpSchlMngDAO.java,HpSchlMngDAO.java,HpSchlMngDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/OtcmIndxMngSttnDAO.java,OtcmIndxMngSttnDAO.java,OtcmIndxMngSttnDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/OtcmIndxRegDAO.java,OtcmIndxRegDAO.java,OtcmIndxRegDAO
/src/main/java/com/wti/admin/sysMng/cmnMng/dao/TmplatMngDAO.java,TmplatMngDAO.java,tmplatMngDAO
/src/main/java/com/wti/admin/sysMng/cmpgMng/dao/QustMngRegDAO.java,QustMngRegDAO.java,qustMngRegDAO
/src/main/java/com/wti/admin/sysMng/cmpgMng/dao/QustMngSttnDAO.java,QustMngSttnDAO.java,qustMngSttnDAO
/src/main/java/com/wti/admin/sysMng/logMng/dao/LgnHistMngInqrDAO.java,LgnHistMngInqrDAO.java,lgnHistMngInqrDAO
/src/main/java/com/wti/admin/sysMng/menuMng/dao/MenuMngDAO.java,MenuMngDAO.java,menuMngDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/AlrmPageInqrDAO.java,AlrmPageInqrDAO.java,alrmPageInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/AlrmPageWrtnDAO.java,AlrmPageWrtnDAO.java,alrmPageWrtnDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/AlrmTmplInqrDAO.java,AlrmTmplInqrDAO.java,alrmTmplInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/AlrmTmplWrtnDAO.java,AlrmTmplWrtnDAO.java,alrmTmplWrtnDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/BnrImgMngDAO.java,BnrImgMngDAO.java,bnrImgMngDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/BnrPageDAO.java,BnrPageDAO.java,bnrPageDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/CnvncSurveyDAO.java,CnvncSurveyDAO.java,cnvncSurveyDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/CrltSiteInqrDAO.java,CrltSiteInqrDAO.java,crltSiteInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/CrltSiteWrtnDAO.java,CrltSiteWrtnDAO.java,crltSiteWrtnDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/IndvInfoColtCsntWrtnDAO.java,IndvInfoColtCsntWrtnDAO.java,indvInfoColtCsntWrtnDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/MainPageSetInqrDAO.java,MainPageSetInqrDAO.java,MainPageSetInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/PopupPageInqrDAO.java,PopupPageInqrDAO.java,popupPageInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/PopupPageWrtnDAO.java,PopupPageWrtnDAO.java,popupPageWrtnDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/PopupZoneInqrDAO.java,PopupZoneInqrDAO.java,popupZoneInqrDAO
/src/main/java/com/wti/admin/sysMng/ptlMng/dao/PopupZoneWrtnDAO.java,PopupZoneWrtnDAO.java,popupZoneWrtnDAO
/src/main/java/com/wti/admin/sysMng/svcRqst/dao/MenuFileMngDAO.java,MenuFileMngDAO.java,menuFileMngDAO
/src/main/java/com/wti/admin/sysMng/svcRqst/dao/SvcRqstDAO.java,SvcRqstDAO.java,SvcRqstDAO
/src/main/java/com/wti/admin/techo/bizAply/dao/TechoBizAplyInfoDAO.java,TechoBizAplyInfoDAO.java,TechoBizAplyInfoDAO
/src/main/java/com/wti/admin/techo/bizAply/dao/TechoPopDAO.java,TechoPopDAO.java,techoPopDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechBdgtAplctMngDAO.java,TechBdgtAplctMngDAO.java,techBdgtAplctMngDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechoBizAgrmInfoDAO.java,TechoBizAgrmInfoDAO.java,techoBizAgrmInfoDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechoBizcsEctnMngInfoDAO.java,TechoBizcsEctnMngInfoDAO.java,techoBizcsEctnMngInfoDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechoPrtcMngDAO.java,TechoPrtcMngDAO.java,TechoPrtcMngDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechoRptdSbmtInfoDAO.java,TechoRptdSbmtInfoDAO.java,TechoRptdSbmtInfoDAO
/src/main/java/com/wti/admin/techo/bizMng/dao/TechoStdnMngSchdlDAO.java,TechoStdnMngSchdlDAO.java,TechoStdnMngSchdlDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/AgrmEnpStatDAO.java,AgrmEnpStatDAO.java,AgrmEnpStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/BizcsStatDAO.java,BizcsStatDAO.java,BizcsStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/StdnJobSttnDAO.java,StdnJobSttnDAO.java,StdnJobSttnDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/StdnStatDAO.java,StdnStatDAO.java,StdnStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoAgreeOrgStatDAO.java,TechoAgreeOrgStatDAO.java,TechoAgreeOrgStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoDeptJoinSttnDAO.java,TechoDeptJoinSttnDAO.java,TechoDeptJoinSttnDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoEnpCtlgDAO.java,TechoEnpCtlgDAO.java,TechoEnpCtlgDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoMonthStdnStatDAO.java,TechoMonthStdnStatDAO.java,TechoMonthStdnStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoOneAndProjectsStatDAO.java,TechoOneAndProjectsStatDAO.java,TechoOneAndProjectsStatDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoStdnCtlgDAO.java,TechoStdnCtlgDAO.java,TechoStdnCtlgDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoStdnJoinDetlDAO.java,TechoStdnJoinDetlDAO.java,TechoStdnJoinDetlDAO
/src/main/java/com/wti/admin/techo/statSttn/dao/TechoStdnJoinSttnDAO.java,TechoStdnJoinSttnDAO.java,TechoStdnJoinSttnDAO
