"menu_id","menu_url"
MENU0000000102,/wqxml/adm/40wfsCntr/wfsCnslSttn.xml
MENU0000000083,/wqxml/adm/22techo/statSttn/techoWorkExpnsStat.xml
MENU0000000103,/wqxml/adm/40wfsCntr/wfsAthrMng.xml
MENU0000000104,/wqxml/adm/40wfsCntr/wfsAplySttn.xml
MENU0000000105,/wqxml/adm/40wfsCntr/wfsDeptAplySttn.xml
MENU0000000106,/wqxml/adm/50smebsc/bizMng/bscBizAplyAtflSttn.xml
MENU0000000107,/wqxml/adm/50smebsc/bizMng/bscBizUpldAtflSttn.xml
MENU0000000110,/wqxml/adm/50smebsc/statSttn/bscBizTypeSttn.xml
MENU0000000112,/wqxml/adm/50smebsc/statSttn/entrprsSttnList.xml
MENU0000000113,/wqxml/adm/50smebsc/statSttn/issuHistSttnList.xml
MENU0000000114,/wqxml/adm/60survey/surveyMng/surveyMngReport.xml
MENU0000000115,/wqxml/adm/60survey/surveyStats/surveyStatusReplyReport.xml
MENU0000000116,/wqxml/adm/60survey/surveyStats/surveyStatusSendReport.xml
MENU0000000117,/wqxml/adm/70rcgntn/bizMnt/bizMntReport.xml
MENU0000000118,/wqxml/adm/70rcgntn/bizMnt/bizMntPrgmReport.xml
MENU0000000119,/wqxml/adm/70rcgntn/bizMnt/bizMntReport.xml
MENU0000000120,/wqxml/adm/70rcgntn/bizMnt/bizMntReport.xml
MENU0000000121,/wqxml/adm/70rcgntn/bizMnt/bizMntReport.xml
MENU0000000204,/wqxml/cmn/mobile/m_0814_page00.xml
MENU0000000205,/wqxml/cmn/mobile/m_0814_page01.xml
MENU0000000209,/wqxml/adm/50smebsc/reqstMng/exprtnAppvlList.xml
MENU0000000095,/wqxml/adm/31idtcag/bizMng/idtcagMmaRcmn.xml
MENU0000000111,/wqxml/adm/50smebsc/reqstMng/reqstRceptList.xml
MENU0000000076,/wqxml/adm/10bizMng/bizAply/aplyAcptSttn.xml
MENU0000000132,/wqxml/adm/10bizMng/mbrSttn/mbrAdminRole.xml
MENU0000000218,/wqxml/usr/60prtc/qa/qaSttn.xml
MENU0000000219,/wqxml/usr/60prtc/ooQstn/ooQstnSaveNoLogin.xml
MENU0000000084,/wqxml/adm/22techo/statSttn/techoAgreeOrgStat.xml
MENU0000000100,/wqxml/adm/31idtcag/bizMng/idtcagPrtcpnt.xml
MENU0000000072,/wqxml/adm/20spclhs/statSttn/spclhsMnpwOutp.xml
MENU0000000061,/wqxml/adm/10bizMng/bizMng/sbsdDlvyAplySttn.xml
MENU0000000148,/wqxml/usr/10intd/intdBizSpclhs.xml
MENU0000000150,/wqxml/usr/10intd/intdBizTecho.xml
MENU0000000151,/wqxml/usr/10intd/intdBizCndept.xml
MENU0000000152,/wqxml/usr/10intd/intdBizEdinsp.xml
MENU0000000153,/wqxml/usr/10intd/intdBizIdtcag.xml
MENU0000000155,/wqxml/usr/10intd/intdBizWebtoon.xml
MENU0000000162,/wqxml/usr/20aply/smehrd/hrdBizSttn.xml
MENU0000000163,/wqxml/usr/20aply/smehrd/hrdAplyInqr.xml
MENU0000000164,/wqxml/usr/40anns/ntfyMtr/ntfyMtr.xml
MENU0000000134,/wqxml/adm/99sysMng/logMng/lgnHistMngInqr.xml
MENU0000000135,/wqxml/adm/99sysMng/logMng/admRoleHistMng.xml
MENU0000000140,/wqxml/adm/99sysMng/menuMng/byMenuPrgmMng.xml
MENU0000000165,/wqxml/usr/40anns/bizNotc/bizNotc.xml
MENU0000000166,/wqxml/usr/40anns/nwsItm/nwsItm.xml
MENU0000000167,/wqxml/usr/50info/prtcSchl/prtcSchlSttn.xml
MENU0000000168,/wqxml/usr/50info/eduPrgm/clbySchlEduPrgm.xml
MENU0000000170,/wqxml/usr/50info/prusInfo/prusInfoSttn.xml
MENU0000000171,/wqxml/usr/50info/frmt/frmtSttn.xml
MENU0000000154,/wqxml/usr/10intd/intdBizHrdsbc.xml
MENU0000000169,/wqxml/usr/50info/schlNws/schlNws.xml
MENU0000000131,/wqxml/adm/10bizMng/mbrSttn/mbrItmz.xml
MENU0000000221,/wqxml/usr/60prtc/faq/faqAdminList.xml
MENU0000000149,/wqxml/usr/10intd/intdBizBscsbc.xml
MENU0000000172,/wqxml/usr/50info/sprrCase/sprrCaseSttn.xml
MENU0000000173,/wqxml/usr/50info/workNetList.xml
MENU0000000126,/wqxml/adm/99sysMng/cmnMng/cmnCdMngSttn.xml
MENU0000000127,/wqxml/adm/99sysMng/cmnMng/acnnAcntMngSttn.xml
MENU0000000128,/wqxml/adm/99sysMng/cmnMng/otcmIndxMngSttn.xml
MENU0000000129,/wqxml/adm/99sysMng/cmnMng/dbCdMngSttn.xml
MENU0000000214,/wqxml/adm/99sysMng/cmnMng/tmplatMng.xml
MENU0000000161,/wqxml/usr/20aply/idtcag/bizAplySttn_BIZ.xml
MENU0000000246,/wqxml/adm/99sysMng/cmnMng/hpSchlMngSttn.xml
MENU0000000244,/wqxml/adm/21cndept/stdnMng/stdnJoinSttn.xml
MENU0000000156,/wqxml/usr/20aply/smebsc/bscFutureReqstList.xml
MENU0000000157,/wqxml/usr/20aply/smebsc/bscIndcReqstList.xml
MENU0000000158,/wqxml/usr/20aply/smebsc/bscBizView.xml
MENU0000000159,/wqxml/usr/20aply/spclhs/bizPrtcInsnSttn.xml
MENU0000000247,/wqxml/adm/21cndept/schlMng/schlSttn.xml
MENU0000000248,/wqxml/adm/20spclhs/bizMng/deadlineMng.xml
MENU0000000160,/wqxml/usr/20aply/idtcag/bizAplyCltg_BIZ.xml
MENU0000000180,/wqxml/usr/70notc/siteMap.xml
MENU0000000251,/wqxml/adm/21cndept/qlfcAcqsStats/qlfcAcqsStats.xml
MENU0000000252,/wqxml/adm/30smehrd/statSttn/hrdAplyExcel.xml
MENU0000000254,/wqxml/adm/31idtcag/qaAdmin/qaSttnAdm.xml
MENU0000000255,/wqxml/adm/30smehrd/statSttn/hrdEvalCrt.xml
MENU0000000250,/wqxml/adm/31idtcag/statSttn/idtcagDoc.xml
MENU0000000256,/wqxml/adm/21cndept/gradAcqsStats/gradAcqsStats.xml
MENU0000000258,/wqxml/adm/20spclhs/smehrd/smehrdEqpmnMngSttn.xml
MENU0000000227,/wqxml/usr/20aply/spclhs/jobSchlSttn.xml
MENU0000000263,/wqxml/adm/22techo/statSttn/techoMonthStdnStat.xml
MENU0000000249,/wqxml/adm/24bizofc/bizofcCmnSttn.xml
MENU0000000260,/wqxml/adm/22techo/bizMng/techoStdnMngSchdl.xml
MENU0000000265,/wqxml/adm/22techo/statSttn/techoStdnJoinSttn.xml
MENU0000000238,/wqxml/usr/20aply/spclhs/spclhsOtcmIndxReg.xml
MENU0000000257,/wqxml/usr/20aply/spclhs/smehrdEqpmnMngSttn.xml
MENU0000000266,/wqxml/adm/22techo/statSttn/techoDeptJoinSttn.xml
MENU0000000230,/wqxml/usr/20aply/hssppl/hsspplAplySttn.xml
MENU0000000268,/wqxml/adm/50smebsc/bizMng/bscBizMnlMng.xml
MENU0000000269,/wqxml/adm/99sysMng/serviceRqst/svrRqstAdminRply.xml
MENU0000000267,/wqxml/adm/60survey/surveyMng/gridView_dynamicTest.xml
MENU0000000245,/wqxml/usr/20aply/cndept/cndeptStdnMng.xml
MENU0000000174,/wqxml/usr/50info/manpowerOrgList.xml
MENU0000000259,/wqxml/usr/20aply/techo/techStdnMng.xml
MENU0000000283,/wqxml/adm/99sysMng/serviceRqst/menuFileMng.xml
MENU0000000273,/wqxml/adm/30smehrd/bizMng/hrdAplyValidMng.xml
MENU0000000284,/wqxml/adm/99sysMng/serviceRqst/menuCommitHist.xml
MENU0000000274,/wqxml/adm/30smehrd/bizMng/hrdAplyMnlMng.xml
MENU0000000275,/wqxml/adm/50smebsc/statSttn/bscBizInsttInfo.xml
MENU0000000108,/wqxml/adm/50smebsc/statSttn/bscBizInsttExcl.xml
MENU0000000109,/wqxml/adm/50smebsc/statSttn/bscBizIntroSttn.xml
MENU0000000068,/wqxml/adm/20spclhs/statSttn/crrSttn.xml
MENU0000000272,/wqxml/adm/20spclhs/bizMng/teamPrjMng.xml
MENU0000000271,/wqxml/usr/20aply/techo/techoBudgetDvrSttn.xml
MENU0000000278,/wqxml/adm/50smebsc/reqstMng/addCrtrMng.xml
MENU0000000276,/wqxml/adm/22techo/bizMng/techoPrtcMng.xml
MENU0000000242,/wqxml/adm/22techo/statSttn/workExpnsBudgetReg.xml
MENU0000000279,/wqxml/adm/22techo/bizMng/techBudgetDvrRqstSttn.xml
MENU0000000270,/wqxml/usr/20aply/cndept/cndeptBudgetDvrSttn.xml
MENU0000000280,/wqxml/adm/21cndept/bdgtAplct/cndeptBudgetDvrRqstSttn.xml
MENU0000000282,/wqxml/usr/50info/dscrsDvlPmSttn.xml
