commit_id,Author,commit_dt,commit_msg,commit_dtl
1397ef725,eom,2023-09-27 10:21:19,기술사관 학생관리 - 제출완료 안내 메일 전송 시간 변경,
6f20a50f3,WooChul,2023-09-27 10:14:20,계약학과 > 예산전용 신청현황 삭제버튼 수정(작성중 일때만 삭제 가능),
82afdf20b,WooChul,2023-09-27 10:01:57,관리자 > 예산전용 신청현황 승인시 수정,
a0efd489f,WooChul,2023-09-27 09:37:26,계약학과 > 예산전용 신청현황 > 국고보조금 예산입력 탭 추가(사용자 & 관리자),
df58fc3d0,WooChul,2023-09-27 09:36:40,관리자 > 기술사관 & 계약학과 > 예산전용 신청현황 승인회차 검색조건 숨김,
f102fb815,WooChul,2023-09-26 15:42:55,계약학과 > 예산전용 신청현황 수정,
69590b856,WooChul,2023-09-26 15:42:16,기술사관 > 예산전용 신청현황 수정,
b90645707,eom,2023-09-25 13:36:24,"인재육성형 중소기업 지정 유효기간 및 출력가능 여부 수정, 안내팝업 종료",
b6febf7ad,WooChul,2023-09-22 11:28:33,계약학과 예산전용 신청현황 수정,
367fa9c56,eom,2023-09-22 10:44:47,개인정보 보호담당자 변경,
dd78c63bb,WooChul,2023-09-21 17:31:54,수정,
f58f7859a,WooChul,2023-09-21 17:24:49,수정,
d5d890167,WooChul,2023-09-21 17:18:11,예산전용 신청현황 dataCollection dataType Number,
41436255b,WooChul,2023-09-21 16:41:15,기술사관 > 예산전용 신청현황 수정,
0410b7807,WooChul,2023-09-21 15:52:21,예산전용 신청현황 수정,
bb9ce6631,WooChul,2023-09-21 15:51:03,관리자 > 인재육성형 중소기업 지정신청 지정(제외) 취소 추가,
adf97397b,WooChul,2023-09-21 13:15:48,관리자 > 예산전요신청(특성화/기술사관/계약학과) 승인취소 시 사용자 다음회차 입력여부 체크,
9d64006a0,WooChul,2023-09-21 10:03:37,사용자 > 기술사관 > 예산전용 신청현황 변경요청 전 금회전용금액 입력여부 체크,
5dc11331f,WooChul,2023-09-20 17:47:28,관리자 > 기술사관 예산전용 신청현황 수정,
88a2f68a7,WooChul,2023-09-20 17:45:38,Merge remote-tracking branch 'origin/develop',
c821b384d,WooChul,2023-09-20 14:09:48,사용자 > 계약학과 & 기술사관 예산전용 신청현황 수정,
a9962e2f4,WooChul,2023-09-20 13:05:27,관리자 > 기술사관 & 계약학과 예산전용 신청현황 수정,
1c4c30f62,eom,2023-09-20 11:29:16,계약학과 학생관리 >우대사항적용명 쿼리 수정,
04673f213,WooChul,2023-09-20 10:58:29,계약학과 & 기술사관 예산전용 신청현황 테스트계정(100) 만 접근 가능케 조치,
b3f8d9a2b,WooChul,2023-09-20 10:49:08,계약학과 예산전용 신청현황 수정,
109e1834b,WooChul,2023-09-20 10:21:06,관리자 > 계약학과 예산전용 신청현황 수정,
eed1f6258,eom,2023-09-20 09:56:42,주택공급 사업등록(추가수정) :입주자 모집공고일 신청기간 종료일과 같은 날짜도 입력가능,
d415f4fcf,WooChul,2023-09-20 09:53:46,기술사관 & 계약학과 예산전용 신청현황 수정,
9dae42a2a,eom,2023-09-20 09:41:58,주택공급 사업등록 :입주자 모집공고일 신청기간 종료일과 같은 날짜도 입력가능,
7fe10357a,eom,2023-09-19 17:44:54,FOOTER CSS 변경,
0ba1b2669,eom,2023-09-19 17:44:22,기술사관(관리자) 학생관리:셀렉트->라디오 컴포넌트 변경,
1d6ef9c7d,WooChul,2023-09-19 17:12:55,기술사관 & 계약학과 예산전용 신청현황 수정,
2c0473ca6,WooChul,2023-09-19 17:00:52,계약학과 & 기술사관 > 예산전용 신청현황 화면 수정,
59061d888,WooChul,2023-09-19 16:00:00,계약학과 예산전용 신청현황 추가,
aef5b1241,WooChul,2023-09-19 15:58:09,기술사관 > 예산전용 신청현황 문구 위치 수정,
606595e54,WooChul,2023-09-19 14:38:15,기술사관 > 예산전용 신청현황,
442ed9efe,WooChul,2023-09-19 13:59:37,기술사관 > 예산전용 신청현황 수정,
5e64a26e6,WooChul,2023-09-19 09:30:24,기술사관 > 예산전용 신청현황 수정,
a9d99cc7d,WooChul,2023-09-18 17:15:11,기술사관 > 예산전용 신청현황 쿼리 수정,
16e3703da,WooChul,2023-09-18 13:10:29,조건추가 APPLCNT_ID,
5ef1468b7,eom,2023-09-18 10:56:56,기술사관 참여정보 관리 > 사업단 전담인력 입력안내문구 추가,
ad176fa12,eom,2023-09-18 10:54:48,"기술사관 학생관리 > ""일괄제출완료"" 기능 추가",
d4598b99c,WooChul,2023-09-18 09:08:31,계약학과 예산전용 신청현황 파일 추가,
a7899b962,WooChul,2023-09-18 09:07:40,기술사관 예산전용 신청현황 통합 쿼리 수정,
697e66de6,WooChul,2023-09-15 17:59:25,기술사관 > 예산전용 신청현황 수정,
fc9148f0b,eom,2023-09-14 11:19:55,성과공유만료일 안내: 유효만료일 하루 뒤의 시점에 재신청 메일 발송,
a8e305869,eom,2023-09-08 16:37:38,"계약학과, 기술사관 제출안내 메일주소 오류 수정",
95058a069,WooChul,2023-09-08 10:57:11,관리자 > 사업관리 > 예산전용 DB 추가시 정렬순서 자동입력(현재 행 Index),
4ab3cd5ff,eom,2023-09-08 10:40:22,"쿼리아이디 오타 수정, 발송시간 수정",
86b87b91a,eom,2023-09-08 09:53:52,"계약학과, 기술사관 제출완료 안내메일 마감일 추가",
db98c0c95,WooChul,2023-09-08 09:46:04,사용자 > 계약학과 예산전용 신청현황 신규,
73991f307,eom,2023-09-08 09:44:38,"계약학과, 기술사관 학생관리 제출완료 안내메일 발송 스케쥴",
555fd0274,WooChul,2023-09-06 16:30:31,사용자 > 계약학과 예산전용 신청현황 목록 조회 쿼리,
54ba24dd0,eom,2023-09-06 16:23:36,"계약학과, 기술사관 담당자정보 2인 이상 입력","담당자 2인 이상입력 가능하도록 전화번호, 휴대폰번호, 이메일 입력 수정"
c05fba388,WooChul,2023-09-06 14:19:36,기술사관 > 예산전용 신청현황 추가,
7de17df4b,eom,2023-09-06 11:07:47,인재육성형 중소기업 신청조회 안내팝업 수정,
59596ff95,WooChul,2023-09-04 14:52:50,관리자 > 재발급 승인시 TB_SMEBSC_EVAL_SCR 테이블 승인일자 이전 유효기간 종료일 + 1일,
e59b509d8,eom,2023-09-04 11:21:04,정부지원금 반환내역 이전 정보와 비교 표시 / 우대사항 5개 추가,
c512e507c,WooChul,2023-09-04 09:43:38,관리자 > 기술사관 예산전용 신청현황,
c0bec8f90,eom,2023-09-04 09:15:30,정부지원금 반환 관리 기능 추가,"학교회원 > 정부지원금 반환 기본정보 조회/ 반환내역 등록, 조회, 수정, 삭제"
423385a41,WooChul,2023-08-30 16:40:55,기술사관 예산전용 신청현황,
9e4eecab3,WooChul,2023-08-29 14:08:42,1.인재육성형 중소기업 지정신청 진행상태 숨김 2.기술사관 예산전용신청,
fad551277,eom,2023-08-25 09:16:24,특성화고 1팀-1기업프로젝트,"왼쪽 고정컬럼 설정, 각 열 width 조정"
08ca7244a,WooChul,2023-08-24 15:16:22,성과공유 재신청 승인시 승인일자 수정,
1f28ec97d,eom,2023-08-24 09:08:42,성과공유 엑셀(중소기업 성과공유 고용영향평가 시스템 제공) 미래협약표시 수정,
208229481,eom,2023-08-24 08:51:21,산업기능요원/성과공유/계약학과,산업기능요원 첨부파일 다운로드 2023년수정
70e3aeea0,WooChul,2023-08-23 17:10:05,재작성 or 신청취소 TB_SMEBSC_EVAL_SCR 복구 쿼리 조건문 부분 주석(필요없어짐),
1916cbc32,WooChul,2023-08-23 14:56:48,성과공유 유형 '재신청' 승인시 승인일자는 유효기간 시작일자랑 같게,
1c3bfafb7,WooChul,2023-08-18 15:30:55,산업기능요원 이의신청(2차) 미래성과공유협약 항목만 되게 스크립트 추가한 내용 원복,
a56a9d8f6,WooChul,2023-08-18 15:09:05,특성화고 예산전용 수정,
08752b584,eom,2023-08-18 15:03:33,1팀1기업프로젝트 저장 오류 수정,
32135f6d0,WooChul,2023-08-18 09:19:45,산업기능요원 이의신청(2차) 미래성과공유협약 항목만 가능케 제출완료 전 체크,
55052e3c9,WooChul,2023-08-17 14:51:23,성과공유도입기업 재발급(재신청) 시 오류발생 수정,
b4d5b0775,WooChul,2023-08-17 09:36:10,띄어쓰기 수정,
c337f5c43,WooChul,2023-08-17 09:02:02,산업기능요원 2023년 이의신청(2차) 미래성과공유협약만 가능케 임시 수정,
e0a651f77,WooChul,2023-08-16 09:11:17,2023년 산업기능요원 이의신청 기간 연장(2023.08.17.10시 ~ 2023.08.18.17시),
2d99c63dd,eom,2023-08-10 18:16:27,산업기능요원 성과공유점수부여 - 승일일자 조건추가,1팀-1기업 프로젝트 조회 수정
02bc55f52,WooChul,2023-08-10 09:02:53,사용하지않는 import 삭제,
cbc7feac9,WooChul,2023-08-10 09:01:37,개발 globals.properties 수정(UMS 접속정보),
0efacac5a,WooChul,2023-08-09 19:43:09,문자모듈 변경 후 테스트 삭제,
4217aca49,eom,2023-08-09 19:19:23,오타 수정,
8fff0e14c,WooChul,2023-08-09 18:42:36,ums3 테스트 배포,
151b8c6f7,WooChul,2023-08-09 16:32:10,globals.dev.properties,
f79476f31,WooChul,2023-08-09 16:06:45,umsClient 참조 수정,
cb624844f,WooChul,2023-08-09 15:51:08,운영 & 개발 globals.properties 접속정보 수정,
e143c895a,WooChul,2023-08-09 15:48:06,이메일 및 문자 발송 신규 라이브러리 추가,
08ab9b7ab,eom,2023-08-09 14:31:45,1팀-1기업 프로젝트 엑셀 다운로드 수정,
43b80be31,WooChul,2023-08-08 17:10:21,취업맟춤반운영 지방청 승인여부 쿼리 수정,
3dd0a4599,WooChul,2023-08-08 14:18:47,산업기능요원 평가완료시 상태구분 파라미터 누락 수정,
aff8489d0,WooChul,2023-08-08 14:16:41,산업기능요원 이의신청 합계점소 소수점 가능케 수정,
711346792,eom,2023-08-08 13:03:15,쿼리 수정 DTL.EVAL_SN 조인 조건 추가,
6735b79f4,WooChul,2023-08-08 12:03:42,산업기능요원 쿼리 및 평균점수 계산 수정,
c8dec6c93,WooChul,2023-08-08 11:07:45,산업기능요원 점수계산 수정(소수점),
104cd3039,WooChul,2023-08-08 09:09:32,산업기능요원 소수점 2자리까지 표시,
d699fbc63,eom,2023-08-04 17:01:35,WTB_SPCLHS_TEAMPRJ_MNG - NUMERIC TYPE 컬럼 INSERT / UPDATE 수정,
aeb3e7394,ohdon,2023-08-04 16:01:52,팝업 사이즈 조정,
754d0974f,ohdon,2023-08-04 15:29:58,"관리자, 사용자>계약학과 참여학교정보 관리 수정(담당자 정보 입력 추가)",
ca93e8dff,WooChul,2023-08-04 14:10:45,기술사관 예산신청 페이지 추가,
016716187,eom,2023-08-04 14:03:11,특성화고 > 통계현황 > 성과지표현황 : 학교명 조회 조건 추가 및 엑셀다운로드 수정,
f4099c79c,ohdon,2023-08-03 16:31:16,"관리자>1팀 1기업> 참여학과 수,프로젝트 기간( 종료일 - 시작일 + 1 / 7),담당교사 수,참여전문가 수,참여담당자 수 자동산출, 일부 컬럼 조회시 마스킹 처리",
018a9cf42,WooChul,2023-08-03 12:21:27,수정,
3ab2926f6,WooChul,2023-08-03 11:22:31,기술사관 학생관리 수정,
b1612374f,WooChul,2023-08-03 10:55:59,"사용자 & 관리자 기술사관 학생관리 검색조건 '학년', '상태' 추가",
7c9dd8b15,WooChul,2023-08-02 15:42:42,사용자 > 산업기능요원 > 이의신청 수정(Alert),
c35eacba0,WooChul,2023-08-02 15:37:53,사용자 > 산업기능요원 > 이의신청 기간 체크,
02297fc0f,WooChul,2023-08-02 15:21:02,사용자 > 산업기능요원 > 이의신청 Alert,
bfc0f0524,WooChul,2023-08-02 15:19:11,사용자 > 산업기능요원 > 이의신청 기간체크 Alert,
8967bebe1,WooChul,2023-08-02 14:34:43,"기술사관 > 참여정보 관리 > 사업단 전담인력 항목 추가(성명, 전화번호, 이메일, 휴대전화)",
f0b640cbf,ohdon,2023-08-02 11:01:39,"관리자>1팀	1프로젝트 화면에 교사연락처1,2, 교사이메일 추가 및 학과명 직접입력도 가능하도록 수정",
f274b284f,eom,2023-08-02 10:01:44,시스템사용로그 조회 쿼리 및 전체조회수 설정 수정,
c483ba2b8,WooChul,2023-08-02 09:53:49,그리드뷰 기본 높이(Height) 수정,
1e2f131c1,WooChul,2023-08-02 09:31:30,관리자 > 통계현황 > 참여학생현황 > 엑셀다운로드 시트 및 제목 수정,
bfb7aec85,eom,2023-08-01 13:19:17,특성화 >참여기업 : totalcnt - 사업자번호 조회 조건 추가,
2429f268c,WooChul,2023-08-01 13:16:30,WebSquareConfig,
c26a02287,WooChul,2023-08-01 13:11:25,엑셀다운로드 최대건수,
6f5408a2d,WooChul,2023-08-01 10:10:22,수정,
4ab3c3e8d,WooChul,2023-08-01 09:02:16,2023년 산업기능요원 이의신청 날짜기간 수정(2023.08.07 ~ 2023.08.10),
0e5ec2425,eom,2023-07-31 15:39:24,1팀-1기업 프로젝트 탭이동 이벤트 수정,"학교조회팝업, 학과조회팝업 사이즈 수정 및 소스 정리"
5b627f1d0,ohdon,2023-07-31 11:13:00,"특성화고 > Pool 관리 > 참여기업 > 참여기업 신청 현황 조회조건 추가(사업자번호), 컬럼 간격 조정",
34803c8ae,eom,2023-07-27 13:55:29,1팀 1기업 프로젝트,"정렬 순서 수정(사업연도 추가), 화면 타이틀 수정, 엑셀파일명 수정"
bcc75db49,ohdon,2023-07-27 11:18:32,"FN_COMM_CD_VAL(SCHL_AREA, 'TS2') 사용하지 말고 TC_COMM_GRP_VAL 과 조인해서 코드명 가져오기",
46d40543b,ohdon,2023-07-25 13:34:20,textAlign 수정,
75e01bc84,ohdon,2023-07-25 13:14:38,주석문구수정 및 주석처리코드 제거,
737aa9cba,ohdon,2023-07-25 11:24:06,"1팀1기업프로젝트 수정사항 1. 사업연도 공통코드 :  CD000589 ( param1 : 2016) 2. 목록에 사업연도 컬럼 추가 3. 체크 컬럼 폭 줄이기 4. 사업연도 변경 시 조회 5. 탭이동 시 저장 6. 학년별 인원 미입력 있을 경우 - 참여학생수 합계  나오도록 7. 비고, 연계분야,프로젝트분야 입력칸 늘이기",
2d66746c0,WooChul,2023-07-25 10:31:42,사용자 > 산업기능요원 > 필요인원신청 탭 기타인원 입력시 합계계산 제거(사용안함),
68c21c2c9,WooChul,2023-07-24 17:18:17,관리자 > 특성화고 > 현장평가 & 선정평가 지역코드 수정,
05dfc9e84,eom,2023-07-24 16:17:52,인재육성형 중소기업 지정 신청현황 : 사업자번호 조회 조건 추가,
964f292e3,WooChul,2023-07-24 15:37:21,특성화고 & 취업맞춤반 지역코드 공통코드 수정,
